fid,app_id,app_name,reviewer,rating,review_text,review_date,thumbs_up,reply_text,scraped_at,translated_review_text,translated_reply_text,topic,nielsen_principles,nielsen_principles_explaination
f151,se.skanetrafiken.washington,Skånetrafiken,Henrik Nielsen,1,Funkar inte.,12/11/2021 18:51,0,,2025-07-30T13:58:09.104241,Does not work.,,,,
f152,se.skanetrafiken.washington,Skånetrafiken,Dzenis Madzovic,1,Awful. An app this important shouldn't have server issues this often,12/6/2021 13:26,0,,2025-07-30T13:58:09.104241,Awful. An app this important shouldn't have server issues this often,,,,
f153,se.skanetrafiken.washington,Skånetrafiken,Umar Javed,1,"I am installing the app but it stucks on loading, unable to install. Why is it so?",12/5/2021 17:46,0,,2025-07-30T13:58:09.104241,"I am installing the app but it stucks on loading, unable to install. Why is it so?",,,,
f154,se.skanetrafiken.washington,Skånetrafiken,Mohafez H.,1,"Bad, there is no way to contact them to explain something to them or to solve a problem,",12/4/2021 14:50,0,,2025-07-30T13:58:09.104241,"Bad, there is no way to contact them to explain something to them or to solve a problem,",,,,
f155,se.skanetrafiken.washington,Skånetrafiken,Filip Johansson,1,Känns som satsar på att göra vardagen mer krånglig och stressig,12/2/2021 8:07,0,,2025-07-30T13:58:09.104241,Feels like betting to make everyday life more complicated and stressful,,,,
f156,se.skanetrafiken.washington,Skånetrafiken,Timofej Bliki,1,somehow the app is as bad as the buses,11/30/2021 15:57,0,,2025-07-30T13:58:09.104241,somehow the app is as bad as the buses,,,,
f157,se.skanetrafiken.washington,Skånetrafiken,Ousman Bojang,5,borrow ticket show now,11/27/2021 3:18,0,,2025-07-30T13:58:09.104241,borrow ticket show now,,,,
f158,se.skanetrafiken.washington,Skånetrafiken,Sofia Mitsigkola,1,"I am getting the message ""oops something went wrong"" all the time. I am not able to add my bank card or to buy ticket. Please fix this.",11/26/2021 12:55,0,"Tack för din återkoppling! Vi har en version, 1.43.6, på väg ut som vi hoppas löser problemet. /Linus",2025-07-30T13:58:09.104241,"I am getting the message ""oops something went wrong"" all the time. I am not able to add my bank card or to buy ticket. Please fix this.","Thanks for your feedback!We have a version, 1.43.6, on our way out that we hope solves the problem./Linus",,,
f159,se.skanetrafiken.washington,Skånetrafiken,Mikael Andersson,2,Kan inte längre söka med adresser vilket fungerade tidigare och var smidigt om man inte vet vad alla busshållplatser heter eller finns.,11/26/2021 12:31,0,,2025-07-30T13:58:09.104241,Can no longer search with addresses which worked earlier and be smooth if you do not know what all bus stops are called or exist.,,,,
f160,se.skanetrafiken.washington,Skånetrafiken,Jacob Jørgensen,2,I can't do a search from my home to my work,11/22/2021 19:28,0,,2025-07-30T13:58:09.104241,I can't do a search from my home to my work,,,,
f161,se.skanetrafiken.washington,Skånetrafiken,Robin Segovia,1,"Appen fick en stjärna, för att det gick inte att köpa biljetter i förväg. Den aktiveras inte på del avgångstiden man har valt. Utan direkt vid köptilfället. Pengarna tillbaka om man köper en 24 timmars biljet, där man tror har en bestämd avgång och det inte gäller. fick köpa en ny dagen efter. Varningen att biljetterna börja gälla omedelbart, borde var en popup som man måste acceptera, och inte som det är idag.... Robin",11/21/2021 10:54,0,,2025-07-30T13:58:09.104241,"The app got a star, because it was not possible to buy tickets in advance.It is not activated at part of the departure time chosen.Without directly at the time of purchase.The money back if you buy a 24 hour ticket, where you think has a definite departure and that does not apply.Got to buy another day after.The warning that the tickets start to apply immediately, should be a popup that one must accept, and not as it is today .... Robin",,,,
f162,se.skanetrafiken.washington,Skånetrafiken,Nicole Strömberg,3,"Worked fine for a really long time, but now anytime i try to pay using a monthly bill, once to try to confirm the purchase and activate the ticket, the app apparently can't connect to the system and I never get my ticket",11/2/2021 18:04,5,,2025-07-30T13:58:09.104241,"Worked fine for a really long time, but now anytime i try to pay using a monthly bill, once to try to confirm the purchase and activate the ticket, the app apparently can't connect to the system and I never get my ticket",,,,
f163,se.skanetrafiken.washington,Skånetrafiken,Calle Montelius,2,Appen va jättebra innan. Nu kan jag inte betala med mitt kort. Den säger att den tappar kontakten till server eller något.,11/1/2021 7:51,0,,2025-07-30T13:58:09.104241,The app was great before.Now I can't pay with my card.It says it loses contact to server or something.,,,,
f164,se.skanetrafiken.washington,Skånetrafiken,Mar Ia,2,"It worked just fine for 1 week and then I couldn't pay for anything. Tried reintroducing the paying method, but now it won't even let me put in my account details.",10/22/2021 12:19,2,,2025-07-30T13:58:09.104241,"It worked just fine for 1 week and then I couldn't pay for anything. Tried reintroducing the paying method, but now it won't even let me put in my account details.",,,,
f165,se.skanetrafiken.washington,Skånetrafiken,Ted Berg,4,Useful and easy to use.,10/13/2021 22:16,0,,2025-07-30T13:58:09.104241,Useful and easy to use.,,,,
f166,se.skanetrafiken.washington,Skånetrafiken,Antonio W,1,Det är problem med att betala för sin biljett HELA TIDEN,10/7/2021 2:22,0,,2025-07-30T13:58:09.104241,There is trouble paying for their ticket all the time,,,,
f167,se.skanetrafiken.washington,Skånetrafiken,Michel Ducourneau,1,"Långsam och opålitlig, sämsta upplägget för en reseapp.",10/4/2021 9:07,0,,2025-07-30T13:58:09.104241,"Slow and unreliable, worst arrangement for a travel app.",,,,
f168,se.skanetrafiken.washington,Skånetrafiken,Francois Polito,1,"This app requires malwares such as Google services to work as intended. Skånetrafiken obliged its users to use this app to access the whole catalog of their offers (example Flex Biljett). This app is not appropriate for children, residents outside Sweden and who may be concerned about privacy.",10/2/2021 10:55,0,Hi! If you could specify your problem a bit more I could give you a better answer. /Joakim,2025-07-30T13:58:09.104241,"This app requires malwares such as Google services to work as intended. Skånetrafiken obliged its users to use this app to access the whole catalog of their offers (example Flex Biljett). This app is not appropriate for children, residents outside Sweden and who may be concerned about privacy.",Hi! If you could specify your problem a bit more I could give you a better answer. /Joakim,,,
f169,se.skanetrafiken.washington,Skånetrafiken,Rayxter,1,Lika dålig som när appen först kom ut.,9/22/2021 20:32,0,,2025-07-30T13:58:09.104241,As bad as when the app first came out.,,,,
f170,se.skanetrafiken.washington,Skånetrafiken,Joakim Persson,4,"Önskemål för appen: Att kunna ställa in så att ""aktivera biljett"" inte är automatiskt förbockad.",9/16/2021 14:32,0,,2025-07-30T13:58:09.104241,"Desire for the app: Being able to set up so that ""activating ticket"" is not automatically pre -checked.",,,,
f171,se.skanetrafiken.washington,Skånetrafiken,MKL,1,Appen crashar hela tiden när jag ska betala.,9/10/2021 16:01,0,,2025-07-30T13:58:09.104241,The app is constantly crashing when I have to pay.,,,,
f172,se.skanetrafiken.washington,Skånetrafiken,K. S.,1,"Can't put it my credit card payment! Whenever I go through the steps of adding a credit card for payment, it gets stuck at the security code and there's no way to go past it - I Klick on go back and its all gone. It almost got my bank account blocked once because I asked for a security code too many times",9/9/2021 9:16,0,,2025-07-30T13:58:09.104241,"Can't put it my credit card payment! Whenever I go through the steps of adding a credit card for payment, it gets stuck at the security code and there's no way to go past it - I Klick on go back and its all gone. It almost got my bank account blocked once because I asked for a security code too many times",,,,
f173,se.skanetrafiken.washington,Skånetrafiken,M D,3,"Ok app. No ads. Very useful to plan a route in Skåne Strange thing is that editing a Starred place requires two addresses (From and To) as if it was a route but it's just a single location, f. ex. your home or workplace.",9/7/2021 12:24,1,Hi! A new need for me. Thanks for the feedback! /Joakim,2025-07-30T13:58:09.104241,"Ok app. No ads. Very useful to plan a route in Skåne Strange thing is that editing a Starred place requires two addresses (From and To) as if it was a route but it's just a single location, f. ex. your home or workplace.",Hi! A new need for me. Thanks for the feedback! /Joakim,,,
f174,se.skanetrafiken.washington,Skånetrafiken,Jens Kloster,1,"Helt omöjligt att välja resa till Hellerup från Perstorp via färja Helsingborg-Helsingör. Det ska vara möjligt att välja ""via""",8/11/2021 17:33,0,,2025-07-30T13:58:09.104241,"Completely impossible to choose a trip to Helleup from Perstorp via Ferja Helsingborg-Helsingör.It should be possible to choose ""via""",,,,
f175,se.skanetrafiken.washington,Skånetrafiken,Emanuel Lindström,2,"Köpte en biljett och så aktiverades den direkt efter utan att vi ville. Kanske jag råkade aktivera den själv, men det är väldigt otydligt var man aktiverar den isåfall. Nu får jag ju köpa en till resa bara för det.",8/10/2021 10:40,0,,2025-07-30T13:58:09.104241,"Bought a ticket and then it was activated immediately after without we wanted to.Maybe I happened to activate it myself, but it is very unclear where you activate it ice cream.Now I have to buy another trip just for that.",,,,
f176,se.skanetrafiken.washington,Skånetrafiken,Anton,2,"Jag har telefonen på engelska men vill ha denna appen på svenska. Sätter jag till svenska på appen så händer ingenting, även om jag startar om telefonen.",7/30/2021 13:35,0,,2025-07-30T13:58:09.104241,"I have the phone in English but want this app in Swedish.If I put Swedish on the app, nothing happens, even if I restart the phone.",,,,
f177,se.skanetrafiken.washington,Skånetrafiken,Cristian Klein,5,A must-have if you live in Scania (Skåne).,7/20/2021 12:36,0,,2025-07-30T13:58:09.104241,A must-have if you live in Scania (Skåne).,,,,
f178,se.skanetrafiken.washington,Skånetrafiken,Catherine Norwood,1,It won't register my number,7/13/2021 12:48,0,,2025-07-30T13:58:09.104241,It won't register my number,,,,
f179,se.skanetrafiken.washington,Skånetrafiken,oscar persson,2,"The app is quite good but some features needs improvement. 1. When switching from viewing the ticket (full brightness) to another action bar item the brightness stays on full. 2. The scanners on the busses is terrible, sometimes they scan in less than 1s sometimes never even though trying over a minute. 3. The search do not shows all routs which sometimes is frustrating because you have to search for individual parts of a travel to figure out how long it would be. The list goes on. Washington?",7/9/2021 15:58,18,,2025-07-30T13:58:09.104241,"The app is quite good but some features needs improvement. 1. When switching from viewing the ticket (full brightness) to another action bar item the brightness stays on full. 2. The scanners on the busses is terrible, sometimes they scan in less than 1s sometimes never even though trying over a minute. 3. The search do not shows all routs which sometimes is frustrating because you have to search for individual parts of a travel to figure out how long it would be. The list goes on. Washington?",,,,
f180,se.skanetrafiken.washington,Skånetrafiken,Per-Henrik Lundblom,1,Sämsta skitappen. Det enda jag vill är att lätt söka en resa och köpa biljett. Därefter vill jag lätt hitta till min biljett. Inget av dessa flöden är logiska. Det finns inget enkelt sätt att se exakt försening på ett tåg jag sitter på (jämför Trafikverkets hemsida). När jag nyligen skulle återställa mitt lösenord till mitt konto hos Skånetrafiken fastnade appen i en loop där nytt lösenord och återställningskod var ihopblandat. Det var som att flera fält lagts på. Genuint skräp!,7/6/2021 17:55,0,,2025-07-30T13:58:09.104241,"Worst shit.All I want is to easily search for a trip and buy a ticket.Then I easily want to find my ticket.None of these flows are logical.There is no easy way to see the exact delay on a train I am sitting (compare the Swedish Transport Administration's website).When I recently reset my password to my account with Skånetrafiken, the app got stuck in a loop where a new password and recovery code was mixed.It was like several fields were put on.Genuine junk!",,,,
f181,se.skanetrafiken.washington,Skånetrafiken,Tom Andersen,1,Problem med att köpa biljett. Jag går igenom hela betalningen och verifierar med mobilt bank id men får ingen biljett efter betalningen.,6/15/2021 13:32,0,,2025-07-30T13:58:09.104241,Problems with buying a ticket.I go through the entire payment and verify with Mobile Bank ID but get no ticket after the payment.,,,,
f182,se.skanetrafiken.washington,Skånetrafiken,Jessica Sånesson,1,App is still in English even after changing to swedish and my old ticket is gone. Don't know if I want to buy a summer ticket when the app is so unstable. Have reinstalled but problems persists.,6/14/2021 13:26,0,,2025-07-30T13:58:09.104241,App is still in English even after changing to swedish and my old ticket is gone. Don't know if I want to buy a summer ticket when the app is so unstable. Have reinstalled but problems persists.,,,,
f183,se.skanetrafiken.washington,Skånetrafiken,Linn Andersson,2,"In comparison to other travel apps, this is the worst one. They should really add more payment options such as swish.",6/10/2021 12:05,1,,2025-07-30T13:58:09.104241,"In comparison to other travel apps, this is the worst one. They should really add more payment options such as swish.",,,,
f184,se.skanetrafiken.washington,Skånetrafiken,Richard Brown,1,No longer able to lend ticket.,6/9/2021 23:00,5,,2025-07-30T13:58:09.104241,No longer able to lend ticket.,,,,
f185,se.skanetrafiken.washington,Skånetrafiken,Mukesh Kanojia,3,No option to raise complaints. Otherwise it is cool app.,5/9/2021 16:38,1,,2025-07-30T13:58:09.104241,No option to raise complaints. Otherwise it is cool app.,,,,
f186,se.skanetrafiken.washington,Skånetrafiken,Fabian Ekström,1,"Sjukt dålig app, laggar hela tiden. Man måste byta mellan bank of och appen för att betala vilket känns som stenåldern, ingen möjlighet att ladda ett saldo eller liknande. Bussarna går och sällan på utsatt tid, gärna för tidigt. Men det har så klart inget med mjukvaran att göra. Verkligen pinsamt att ett så stort företag som Skånetrafiken inte kan göra en fungerande app :/",5/2/2021 17:25,0,,2025-07-30T13:58:09.104241,"Sick bad app, lags all the time.You have to switch between the Bank of and the app to pay which feels like the Stone Age, no opportunity to charge a balance or similar.The buses go and rarely at the appointed time, preferably premature.But it obviously has nothing to do with the software.Really embarrassing that such a large company as Skånetrafiken cannot make a working app:/",,,,
f187,se.skanetrafiken.washington,Skånetrafiken,Laurence Frostenson,3,"Hur kommer det sig att appen är på engelska trots att språkinställningen är på svenska? Annars är appen rätt bra, det ska sägas.",4/23/2021 17:52,1,,2025-07-30T13:58:09.104241,"How come the app is in English even though the language setting is in Swedish?Otherwise, the app is pretty good, it should be said.",,,,
f188,se.skanetrafiken.washington,Skånetrafiken,Piyush Patil,5,Best public transport app I have ever came across.,3/28/2021 17:36,4,,2025-07-30T13:58:09.104241,Best public transport app I have ever came across.,,,,
f189,se.skanetrafiken.washington,Skånetrafiken,Bodii Ma,2,"Half the times, it's shows expired ticket when i travel by bus Honestly, i know that you update the app very often. But the app still needs soo much work.",3/15/2021 14:39,0,,2025-07-30T13:58:09.104241,"Half the times, it's shows expired ticket when i travel by bus Honestly, i know that you update the app very often. But the app still needs soo much work.",,,,
f190,se.skanetrafiken.washington,Skånetrafiken,Per Johansson,1,Skånetrafiken är sämst. Biljetter med skrytpriser som finansierar skrytbyggen till stationer som ska byggas under fem års tid. Korta tåg under pandemi.. Digitala flex biljetter som bara gäller i trettio dagar. Skitapp som tjatar på en att starta gps och så ska man visa biljetten upp till fyra gånger per resa. Om tåget ens kommer öht.,3/14/2021 16:45,0,,2025-07-30T13:58:09.104241,Skånetrafiken is the worst.Tickets with boast prices that fund boasts to stations to be built for five years.Short trains during pandemic .. Digital Flex Tickets that only apply for thirty days.Shit app that chats on one to start GPS and then you have to show the ticket up to four times per trip.If the train even comes up.,,,,
f191,se.skanetrafiken.washington,Skånetrafiken,Daniel Persson,1,Very complicated payment options. Very painful setup with debit card.,2/27/2021 10:46,8,,2025-07-30T13:58:09.104241,Very complicated payment options. Very painful setup with debit card.,,,,
f192,se.skanetrafiken.washington,Skånetrafiken,Philip Segerfast,5,Amazing app,2/18/2021 9:55,0,,2025-07-30T13:58:09.104241,Amazing app,,,,
f193,se.skanetrafiken.washington,Skånetrafiken,Georgi Stamenov,5,Great customer support,2/17/2021 9:58,0,,2025-07-30T13:58:09.104241,Great customer support,,,,
f194,se.skanetrafiken.washington,Skånetrafiken,Rose Maina,4,"Update: 5th feb new update is better with the menu at the bottom. But a widget is a necessity so still 4☆. & Still not scanning easy, QR scanner should be at the top of the ticket machine & why is it in landscape? I need a widget with direct access to my ticket, not opening a thousand steps to access it.Also your Machine reader & front sensor wont cooperate & my screen shuts off when i place u on the machine... #PendelLiv",2/5/2021 5:47,4,Thank you for your feedback. If you long press the Skånetrafiken icon you can create a shortcut with direct access to your active ticket. I hope you will find it easier to quickly reach your ticket that way. /Linus,2025-07-30T13:58:09.104241,"Update: 5th feb new update is better with the menu at the bottom. But a widget is a necessity so still 4☆. & Still not scanning easy, QR scanner should be at the top of the ticket machine & why is it in landscape? I need a widget with direct access to my ticket, not opening a thousand steps to access it.Also your Machine reader & front sensor wont cooperate & my screen shuts off when i place u on the machine... #PendelLiv",Thank you for your feedback. If you long press the Skånetrafiken icon you can create a shortcut with direct access to your active ticket. I hope you will find it easier to quickly reach your ticket that way. /Linus,,,
f195,se.skanetrafiken.washington,Skånetrafiken,André Parnelöv,4,"Snabbare access till aktiv biljett! De hade sparat tågvärdarna mycket tid, och resenärerna också.",1/27/2021 7:27,1,,2025-07-30T13:58:09.104241,"Faster access to active ticket!They had saved the train hosts a lot of time, and travelers as well.",,,,
f196,se.skanetrafiken.washington,Skånetrafiken,ayub abdi,5,👍👍,1/22/2021 14:03,0,,2025-07-30T13:58:09.104241,👍👍,,,,
f197,se.skanetrafiken.washington,Skånetrafiken,Mohammad Abdul-Baten Miaji,4,"Låt byta mobil hur ofta man vill Hej, jag bytte mobil och då fick mycket problem med mitt konto. Köpte en Huawei och ni vet nya Huawei inte längre får Google services vilket gör att man inte kan använda er app eftersom den kräver location service. Jag fick testa att lägga Google services manuellt och då blev tvungen att resetta telefonen flera tillfällen. Men Skånetrafiken låser kontot till mobilen och låter inte mig att logga på mitt eget konto i samma mobil. Ni kan fixa detta?",1/14/2021 15:16,0,,2025-07-30T13:58:09.104241,"Let change mobile how often you want to hello, I changed mobile and then got a lot of problems with my account.Bought a Huawei and you know the new Huawei no longer get Google Services, which means you can't use your app because it requires location service.I had to try to put Google Services manually and then had to reset the phone several occasions.But Skånetrafiken locks the account to the mobile and does not let me log on my own account on the same mobile.You can fix this?",,,,
f198,se.skanetrafiken.washington,Skånetrafiken,Mihai Filip,1,"The app took the money for tickets 3 times without giving me a ticket, what should I do ?",11/25/2020 13:14,0,,2025-07-30T13:58:09.104241,"The app took the money for tickets 3 times without giving me a ticket, what should I do ?",,,,
f199,se.skanetrafiken.washington,Skånetrafiken,Calin Pantea,2,"Can't use it whatsoever as it won't send any SMS with a confirmation code to my phone. I've tried with different numbers, no results at all. Customer service claimed they'd be in touch on Monday, and still no sign from them :/",11/24/2020 17:50,4,,2025-07-30T13:58:09.104241,"Can't use it whatsoever as it won't send any SMS with a confirmation code to my phone. I've tried with different numbers, no results at all. Customer service claimed they'd be in touch on Monday, and still no sign from them :/",,,,
f200,se.skanetrafiken.washington,Skånetrafiken,Xunchen Liu,5,"This app is very good, it always informs you when someone tries to commit suicide on the railway",11/24/2020 12:28,4,,2025-07-30T13:58:09.104241,"This app is very good, it always informs you when someone tries to commit suicide on the railway",,,,
f201,se.skanetrafiken.washington,Skånetrafiken,Rebecka Togerö,2,"This app sucks! I need to take the bus everyday and EVERYDAY THE BUS IS EITHER TOO LATE OR TOO EARLY. And how do I know that- you might ask? Since the app doesn't show if the bus is early or late, I'll just see it ride pass me when I'm near the busstation. Or I'm sitting there waiting for it to come! Unfortunately, my bus goes every 20 min and is always full of people, which means I'm late - everyday. And there's no other way for me to go to school, but thank u sm for caring about my education:(",11/2/2020 8:45,10,,2025-07-30T13:58:09.104241,"This app sucks! I need to take the bus everyday and EVERYDAY THE BUS IS EITHER TOO LATE OR TOO EARLY. And how do I know that- you might ask? Since the app doesn't show if the bus is early or late, I'll just see it ride pass me when I'm near the busstation. Or I'm sitting there waiting for it to come! Unfortunately, my bus goes every 20 min and is always full of people, which means I'm late - everyday. And there's no other way for me to go to school, but thank u sm for caring about my education:(",,,,
f202,se.skanetrafiken.washington,Skånetrafiken,Nagaraja R,4,"Hi team, App is good and if the below features can be incorporated as an update it would be more helpful 1) The app should allow to lend ticket to only those who have installed this app. In my case, I had lend my ticket to a number which does not even have app and the purpose of transferring was of no use. In some cases people may use different country SIM to activate the app 2) App should also have feature to purchase ticket for someone other than lending feature",10/29/2020 12:06,0,,2025-07-30T13:58:09.104241,"Hi team, App is good and if the below features can be incorporated as an update it would be more helpful 1) The app should allow to lend ticket to only those who have installed this app. In my case, I had lend my ticket to a number which does not even have app and the purpose of transferring was of no use. In some cases people may use different country SIM to activate the app 2) App should also have feature to purchase ticket for someone other than lending feature",,,,
f203,se.skanetrafiken.washington,Skånetrafiken,DonutOfNinja aaa aaa,1,"Köpte en biljett, betalde, fick ingen biljett",10/13/2020 18:24,0,,2025-07-30T13:58:09.104241,"Bought a ticket, paid, got no ticket",,,,
f204,se.skanetrafiken.washington,Skånetrafiken,Birkir Snær Stefánsson,1,Cant registered my number,10/9/2020 16:30,0,,2025-07-30T13:58:09.104241,Cant registered my number,,,,
f205,se.skanetrafiken.washington,Skånetrafiken,Sunny P,1,"I think they're trying to make money by having an ambiguous payment system and then charge late payment fees. And at 20% interest too, not cool not cool!!!",10/9/2020 8:05,0,,2025-07-30T13:58:09.104241,"I think they're trying to make money by having an ambiguous payment system and then charge late payment fees. And at 20% interest too, not cool not cool!!!",,,,
f206,se.skanetrafiken.washington,Skånetrafiken,Thanos Andrianakis,1,"Sends you to the wrong stop 50% of the time, with proper GPS and 4G signal. Then you have to walk way more for no reason.",9/27/2020 18:56,0,,2025-07-30T13:58:09.104241,"Sends you to the wrong stop 50% of the time, with proper GPS and 4G signal. Then you have to walk way more for no reason.",,,,
f207,se.skanetrafiken.washington,Skånetrafiken,j jun,1,"Worst system ever if you are just visiting Sweden. You need internet, a working phone number, register a working bank card. Buying tickets on bus is impossible and only ticket machines at train stations. Extremely stressful as a tourist.",9/27/2020 12:08,4,,2025-07-30T13:58:09.104241,"Worst system ever if you are just visiting Sweden. You need internet, a working phone number, register a working bank card. Buying tickets on bus is impossible and only ticket machines at train stations. Extremely stressful as a tourist.",,,,
f208,se.skanetrafiken.washington,Skånetrafiken,Venkatesh Prasad,1,"After installing the app, i accept the terms and conditions and then the app crashes. I updated google maps and tried but the same problem. Did a reinstall and restart of app but the same problem. Tried clearing cache but still the app does not launch. Don't know what else to do.",9/27/2020 11:39,0,,2025-07-30T13:58:09.104241,"After installing the app, i accept the terms and conditions and then the app crashes. I updated google maps and tried but the same problem. Did a reinstall and restart of app but the same problem. Tried clearing cache but still the app does not launch. Don't know what else to do.",,,,
f209,se.skanetrafiken.washington,Skånetrafiken,Hg Ft,4,وااو,9/20/2020 21:11,0,,2025-07-30T13:58:09.104241,Index,,,,
f210,se.skanetrafiken.washington,Skånetrafiken,Alex T,1,"If you buy a ticket in advance, it might expire before your ride even starts, so you'll have to pay for a new one even though you haven't even used the previous ticket.",9/14/2020 11:20,0,,2025-07-30T13:58:09.104241,"If you buy a ticket in advance, it might expire before your ride even starts, so you'll have to pay for a new one even though you haven't even used the previous ticket.",,,,
f211,se.skanetrafiken.washington,Skånetrafiken,Emrah Salja,1,Can't scan ticket with my Huawei P30 Pro 0,9/8/2020 18:08,0,,2025-07-30T13:58:09.104241,Can't scan ticket with my Huawei P30 Pro 0,,,,
f212,se.skanetrafiken.washington,Skånetrafiken,Nithya Kanakaraj,5,Very simple & user friendly,9/7/2020 17:41,1,,2025-07-30T13:58:09.104241,Very simple & user friendly,,,,
f213,se.skanetrafiken.washington,Skånetrafiken,Deniz Misirli,1,Not receiving sms verification code = cannot access account = cannot buy tickets = completely worthless.,9/3/2020 11:52,0,,2025-07-30T13:58:09.104241,Not receiving sms verification code = cannot access account = cannot buy tickets = completely worthless.,,,,
f214,se.skanetrafiken.washington,Skånetrafiken,Zakriya Ibr,1,This happened twice but i bought the ticket and its says oops something went wrong and our money was taken but we didn't get the ticket,8/28/2020 8:00,0,,2025-07-30T13:58:09.104241,This happened twice but i bought the ticket and its says oops something went wrong and our money was taken but we didn't get the ticket,,,,
f215,se.skanetrafiken.washington,Skånetrafiken,Johan Magnusson,2,Varför har man bara en leverantör av betallösning? När det strular så finns inga alternativ att betala i appen!,8/25/2020 10:44,0,,2025-07-30T13:58:09.104241,"Why does you only have one supplier of payment solution?When it is strolling, there are no options to pay in the app!",,,,
f216,se.skanetrafiken.washington,Skånetrafiken,Givdul Läderlapp,1,Katastrofal app,8/16/2020 13:48,0,,2025-07-30T13:58:09.104241,Disastrous app,,,,
f217,se.skanetrafiken.washington,Skånetrafiken,Samueal Rommel Scot Shanmugam,1,Poor app.,8/13/2020 10:03,0,,2025-07-30T13:58:09.104241,Poor app.,,,,
f218,se.skanetrafiken.washington,Skånetrafiken,Magnus W,1,"Såklart trevligt att kunna köpa biljett, kolla var bussen befinner sig osv. i mobilen. Sånt man förväntar sig år 2020. Däremot har appen en hel del dåliga grejer i användargränssnittet. Urbota korkat och ogenomtänkt t.ex. att förhindra att man klistrar in eller låter en lösenordshanterare fylla i lösenordet i inloggningen. Det leder bara till sämre säkerhet genom att folk använder lösenord som är enkla att skriva in, och därmed enklare att gissa. Även om mycket annat med appen är bra så är det här en så idiotisk säkerhetsmiss att det bara kan bli en stjärna.",7/20/2020 0:25,2,,2025-07-30T13:58:09.104241,"Of course nice to be able to buy a ticket, check out where the bus is, etc.on the mobile.Things you expect in 2020. However, the app has a lot of bad stuff in the user interface.Urbothed stupid and unthinkable eg.Preventing from paste or allowing a password manager to fill in the password in the login.This only leads to poorer security by people using passwords that are easy to enter, and thus easier to guess.Although much else with the app is good, this is such an idiotic security loss that it can only be a star.",,,,
f219,se.skanetrafiken.washington,Skånetrafiken,Karolina Mothander,2,"Appen visar datum på väldigt dåligt sätt, eller rättare sagt visar inte datum alls! Går du in på en resa så står det inte vilket datum som resan avser, vilket gör att man antar att resan går dagen som man söker om. Lägg till en funktion som ger en varning ifall inga resor finns på det sökta datumet!! Appen borde också ge reseföretag till närliggande hållplatser även ifall du sökt på en specifik hållplats, speciellt ifall då det går få bussar/tåg till den sökta hållplatsen!",6/29/2020 10:54,0,,2025-07-30T13:58:09.104241,"The app shows dates in a very bad way, or rather does not show dates at all!If you go on a trip, it does not say what date the trip refers, which means that you assume that the trip goes the day you are looking for.Add a feature that gives a warning if no trips are on the applied date !!The app should also give travel companies to nearby stops even if you searched for a specific stop, especially if there is a few buses/trains to the applied for the stop!",,,,
f220,se.skanetrafiken.washington,Skånetrafiken,Kohaku Rinko,1,It's good but they never update if a local bus is cancelled or late,6/16/2020 8:38,7,,2025-07-30T13:58:09.104241,It's good but they never update if a local bus is cancelled or late,,,,
f221,se.skanetrafiken.washington,Skånetrafiken,Tobias Hall,5,Very smooth! Joakim är en kämpe,6/12/2020 16:16,0,,2025-07-30T13:58:09.104241,Very smooth!Joakim is a fighter,,,,
f222,se.skanetrafiken.washington,Skånetrafiken,Elliot m-g,1,Incredibly difficult,6/2/2020 7:32,0,,2025-07-30T13:58:09.104241,Incredibly difficult,,,,
f223,se.skanetrafiken.washington,Skånetrafiken,Samuel Karlsson,2,Gamla appen var mycket bättre och smidigare,5/24/2020 15:38,0,,2025-07-30T13:58:09.104241,Old app was much better and smoother,,,,
f224,se.skanetrafiken.washington,Skånetrafiken,Prathamesh Mhatre,5,Very useful app for planning journey within Skåne. It helps to have integrated payment options and best part is they keep in improving and making it even better.,5/20/2020 8:33,4,,2025-07-30T13:58:09.104241,Very useful app for planning journey within Skåne. It helps to have integrated payment options and best part is they keep in improving and making it even better.,,,,
f225,se.skanetrafiken.washington,Skånetrafiken,Neo Sundelin,1,Varför i helvete tar man bort en betalmetod bara så där? Jag har inte åkt buss eller tåg på över en månad nu p.g.a att jag är en gymnasieelev och idag när jag skulle åka så kunde jag inte längre betala med Klarna?!,5/18/2020 17:09,1,,2025-07-30T13:58:09.104241,Why the hell do you remove a payment method just like that?I have not traveled a bus or train for over a month now because I am a high school student and today when I was going I could no longer pay with Klarna?!,,,,
f226,se.skanetrafiken.washington,Skånetrafiken,Borys Galiński,4,Saknar pin kod för nya köp som i gamla appen!,5/2/2020 12:13,1,Hej! Tack för din input. Det är inget som ligger i planen just nu Men vi jobbar löpande med säkerheten givetvis. Kontra att det är viktigt att det är enkelt att köpa biljett. /Joakim,2025-07-30T13:58:09.104241,Missing PIN code for new purchases as in the old app!,"Hello!Thanks for your input.There is nothing that is in the plan right now, but we are working on the safety of course.Contract that it is important that it is easy to buy a ticket./Joakim",,,
