fid,reviewer,rating,review_date,thumbs_up,translated_review_text
f180,Per-Henrik Lundblom,1,7/6/2021 17:55,0,"Worst shit.All I want is to easily search for a trip and buy a ticket.Then I easily want to find my ticket.None of these flows are logical.There is no easy way to see the exact delay on a train I am sitting (compare the Swedish Transport Administration's website).When I recently reset my password to my account with Skånetrafiken, the app got stuck in a loop where a new password and recovery code was mixed.It was like several fields were put on.Genuine junk!"
f181,Tom Andersen,1,6/15/2021 13:32,0,Problems with buying a ticket.I go through the entire payment and verify with Mobile Bank ID but get no ticket after the payment.
f182,Jessica Sånesson,1,6/14/2021 13:26,0,App is still in English even after changing to swedish and my old ticket is gone. Don't know if I want to buy a summer ticket when the app is so unstable. Have reinstalled but problems persists.
f183,Linn Andersson,2,6/10/2021 12:05,1,"In comparison to other travel apps, this is the worst one. They should really add more payment options such as swish."
f184,Richard Brown,1,6/9/2021 23:00,5,No longer able to lend ticket.
f185,Mukesh Kanojia,3,5/9/2021 16:38,1,No option to raise complaints. Otherwise it is cool app.
f186,Fabian Ekström,1,5/2/2021 17:25,0,"Sick bad app, lags all the time.You have to switch between the Bank of and the app to pay which feels like the Stone Age, no opportunity to charge a balance or similar.The buses go and rarely at the appointed time, preferably premature.But it obviously has nothing to do with the software.Really embarrassing that such a large company as Skånetrafiken cannot make a working app:/"
f187,Laurence Frostenson,3,4/23/2021 17:52,1,"How come the app is in English even though the language setting is in Swedish?Otherwise, the app is pretty good, it should be said."
f188,Piyush Patil,5,3/28/2021 17:36,4,Best public transport app I have ever came across.
f189,Bodii Ma,2,3/15/2021 14:39,0,"Half the times, it's shows expired ticket when i travel by bus Honestly, i know that you update the app very often. But the app still needs soo much work."
f190,Per Johansson,1,3/14/2021 16:45,0,Skånetrafiken is the worst.Tickets with boast prices that fund boasts to stations to be built for five years.Short trains during pandemic .. Digital Flex Tickets that only apply for thirty days.Shit app that chats on one to start GPS and then you have to show the ticket up to four times per trip.If the train even comes up.
f191,Daniel Persson,1,2/27/2021 10:46,8,Very complicated payment options. Very painful setup with debit card.
f192,Philip Segerfast,5,2/18/2021 9:55,0,Amazing app
f193,Georgi Stamenov,5,2/17/2021 9:58,0,Great customer support
f194,Rose Maina,4,2/5/2021 5:47,4,"Update: 5th feb new update is better with the menu at the bottom. But a widget is a necessity so still 4☆. & Still not scanning easy, QR scanner should be at the top of the ticket machine & why is it in landscape? I need a widget with direct access to my ticket, not opening a thousand steps to access it.Also your Machine reader & front sensor wont cooperate & my screen shuts off when i place u on the machine... #PendelLiv"
f195,André Parnelöv,4,1/27/2021 7:27,1,"Faster access to active ticket!They had saved the train hosts a lot of time, and travelers as well."
f196,ayub abdi,5,1/22/2021 14:03,0,👍👍
f197,Mohammad Abdul-Baten Miaji,4,1/14/2021 15:16,0,"Let change mobile how often you want to hello, I changed mobile and then got a lot of problems with my account.Bought a Huawei and you know the new Huawei no longer get Google Services, which means you can't use your app because it requires location service.I had to try to put Google Services manually and then had to reset the phone several occasions.But Skånetrafiken locks the account to the mobile and does not let me log on my own account on the same mobile.You can fix this?"
f198,Mihai Filip,1,11/25/2020 13:14,0,"The app took the money for tickets 3 times without giving me a ticket, what should I do ?"
f199,Calin Pantea,2,11/24/2020 17:50,4,"Can't use it whatsoever as it won't send any SMS with a confirmation code to my phone. I've tried with different numbers, no results at all. Customer service claimed they'd be in touch on Monday, and still no sign from them :/"
f200,Xunchen Liu,5,11/24/2020 12:28,4,"This app is very good, it always informs you when someone tries to commit suicide on the railway"
f201,Rebecka Togerö,2,11/2/2020 8:45,10,"This app sucks! I need to take the bus everyday and EVERYDAY THE BUS IS EITHER TOO LATE OR TOO EARLY. And how do I know that- you might ask? Since the app doesn't show if the bus is early or late, I'll just see it ride pass me when I'm near the busstation. Or I'm sitting there waiting for it to come! Unfortunately, my bus goes every 20 min and is always full of people, which means I'm late - everyday. And there's no other way for me to go to school, but thank u sm for caring about my education:("
f202,Nagaraja R,4,10/29/2020 12:06,0,"Hi team, App is good and if the below features can be incorporated as an update it would be more helpful 1) The app should allow to lend ticket to only those who have installed this app. In my case, I had lend my ticket to a number which does not even have app and the purpose of transferring was of no use. In some cases people may use different country SIM to activate the app 2) App should also have feature to purchase ticket for someone other than lending feature"
f203,DonutOfNinja aaa aaa,1,10/13/2020 18:24,0,"Bought a ticket, paid, got no ticket"
f204,Birkir Snær Stefánsson,1,10/9/2020 16:30,0,Cant registered my number
f205,Sunny P,1,10/9/2020 8:05,0,"I think they're trying to make money by having an ambiguous payment system and then charge late payment fees. And at 20% interest too, not cool not cool!!!"
f206,Thanos Andrianakis,1,9/27/2020 18:56,0,"Sends you to the wrong stop 50% of the time, with proper GPS and 4G signal. Then you have to walk way more for no reason."
f207,j jun,1,9/27/2020 12:08,4,"Worst system ever if you are just visiting Sweden. You need internet, a working phone number, register a working bank card. Buying tickets on bus is impossible and only ticket machines at train stations. Extremely stressful as a tourist."
f208,Venkatesh Prasad,1,9/27/2020 11:39,0,"After installing the app, i accept the terms and conditions and then the app crashes. I updated google maps and tried but the same problem. Did a reinstall and restart of app but the same problem. Tried clearing cache but still the app does not launch. Don't know what else to do."
f209,Hg Ft,4,9/20/2020 21:11,0,Index
f210,Alex T,1,9/14/2020 11:20,0,"If you buy a ticket in advance, it might expire before your ride even starts, so you'll have to pay for a new one even though you haven't even used the previous ticket."
f211,Emrah Salja,1,9/8/2020 18:08,0,Can't scan ticket with my Huawei P30 Pro 0
f212,Nithya Kanakaraj,5,9/7/2020 17:41,1,Very simple & user friendly
f213,Deniz Misirli,1,9/3/2020 11:52,0,Not receiving sms verification code = cannot access account = cannot buy tickets = completely worthless.
f214,Zakriya Ibr,1,8/28/2020 8:00,0,This happened twice but i bought the ticket and its says oops something went wrong and our money was taken but we didn't get the ticket
f215,Johan Magnusson,2,8/25/2020 10:44,0,"Why does you only have one supplier of payment solution?When it is strolling, there are no options to pay in the app!"
f216,Givdul Läderlapp,1,8/16/2020 13:48,0,Disastrous app
f217,Samueal Rommel Scot Shanmugam,1,8/13/2020 10:03,0,Poor app.
f218,Magnus W,1,7/20/2020 0:25,2,"Of course nice to be able to buy a ticket, check out where the bus is, etc.on the mobile.Things you expect in 2020. However, the app has a lot of bad stuff in the user interface.Urbothed stupid and unthinkable eg.Preventing from paste or allowing a password manager to fill in the password in the login.This only leads to poorer security by people using passwords that are easy to enter, and thus easier to guess.Although much else with the app is good, this is such an idiotic security loss that it can only be a star."
f219,Karolina Mothander,2,6/29/2020 10:54,0,"The app shows dates in a very bad way, or rather does not show dates at all!If you go on a trip, it does not say what date the trip refers, which means that you assume that the trip goes the day you are looking for.Add a feature that gives a warning if no trips are on the applied date !!The app should also give travel companies to nearby stops even if you searched for a specific stop, especially if there is a few buses/trains to the applied for the stop!"
f220,Kohaku Rinko,1,6/16/2020 8:38,7,It's good but they never update if a local bus is cancelled or late
f221,Tobias Hall,5,6/12/2020 16:16,0,Very smooth!Joakim is a fighter
f222,Elliot m-g,1,6/2/2020 7:32,0,Incredibly difficult
f223,Samuel Karlsson,2,5/24/2020 15:38,0,Old app was much better and smoother
f224,Prathamesh Mhatre,5,5/20/2020 8:33,4,Very useful app for planning journey within Skåne. It helps to have integrated payment options and best part is they keep in improving and making it even better.
f225,Neo Sundelin,1,5/18/2020 17:09,1,Why the hell do you remove a payment method just like that?I have not traveled a bus or train for over a month now because I am a high school student and today when I was going I could no longer pay with Klarna?!
f226,Borys Galiński,4,5/2/2020 12:13,1,Missing PIN code for new purchases as in the old app!
f227,A Google user,2,4/27/2020 8:21,4,"Some update now means that each ticket purchase is signed with BankID, which it does not even start automatically.Sickly unmistakable."
f228,A Google user,1,4/24/2020 18:17,8,Used to work fine but now it keeps crashing upon startup. How am I supposed to verify my tickets if the app isn't functional???
f229,A Google user,1,4/24/2020 15:19,9,"Suddenly app started crashing, even updating it didn't fix it. Had to reinstall to solve the problem. Obviously skanetrafiken is missing QA verification on their SW."
f230,A Google user,1,4/24/2020 9:52,0,3 days ago the app cannot be opened !!!
f231,A Google user,2,4/24/2020 6:39,2,App keeps crashing after latest update. Unusable. Need to fix now!!
f232,A Google user,1,4/23/2020 22:51,2,It sucks. Who got this stupid idea. Give bsck the jojo card and the ticketbis so expensive We would like ticket to 10 kr.
f233,A Google user,1,4/23/2020 22:44,0,"App crashes all the time, and I can't put in a card for any reason"
f234,A Google user,1,4/23/2020 22:34,0,"It just crashes every time I try to buy a ticket or when I try to log in to a new phone, shit app, fix the shit"
f235,A Google user,5,4/15/2020 20:31,0,Always perfect
f236,A Google user,1,4/15/2020 19:30,0,It takes an eternity to buy a ticket.
f237,A Google user,2,4/9/2020 13:17,0,Blä
f238,A Google user,1,4/7/2020 8:37,2,"Unable to buy tickey using credit card Always gives a error poor network when i am in payment gateway, soon i request otp"
f239,A Google user,3,3/27/2020 11:33,0,"It feels like ""buttons"" stop working every now and then, usually it is the button that changes the start and end position."
f240,A Google user,1,3/21/2020 14:07,3,Useless. The usual pansy programmers not aware of the nonsense they release...
f241,A Google user,5,3/15/2020 21:25,0,Useful and informative. Very accessible when traveling. No card needed.
f242,A Google user,1,3/2/2020 8:58,3,THE APP IS VERY SLOW AND SOMETIMES I CANT EVEN ORDER MY TICKET WHICH MAKES IT EVEN MORE EXPENSIVE FOR ME AND I CANT GET MY TICKET ON TIME PLEASE FIX THIS PROBLEM
f243,A Google user,1,2/27/2020 0:26,0,Schedules are wrong..
f244,A Google user,1,2/26/2020 16:45,0,Cannot retrieve journey schedules
f245,A Google user,4,2/20/2020 7:35,1,"Pritty easy to use. I would like to share a selected trip from the search I done with a friend on any social media so they can follow the travel, i.e. a link to the actual live travel in progress, no screenshot."
f246,A Google user,2,2/19/2020 14:20,0,It is not opening (the app)
f247,A Google user,2,2/19/2020 6:58,4,Lend a ticket. My friend returned it but it won't come back. Bug is not fully fixed? With about the lending of tickets. Please fix! Gladly the controller of tickets on the train understood the situation.
f248,A Google user,3,2/18/2020 8:22,1,"Much improved app however though the change to payment provider means it's now a horrible 9 step, 2 app (with BankID) process when it used to be so much simpler. Suggestion: let us save regular routes/ tickets and _please_ get a UX designer to look at your payment process"
f249,A Google user,5,2/17/2020 19:53,0,Awesome app. Does what exactly it is supposed to do.
f250,A Google user,5,2/16/2020 15:29,0,Helpful and cheap!
f251,A Google user,1,2/12/2020 9:31,0,"Double charged me for a ticket, and it never even gave me the ticket."
f252,A Google user,1,2/11/2020 14:31,0,Nothing wrong with the app itself but Skånetrafiken is Garbage.
f253,A Google user,1,2/6/2020 15:04,0,It is impossible to create an account.
f254,A Google user,1,2/4/2020 17:01,0,Just stands that there is a problem and i will contact you
f255,A Google user,4,2/3/2020 7:41,0,"With Klarna it was possible to buy a ticket with a click.With Swedbank Pay I must click ""Select Payment"", press the saved card, and also fill in a code via SMS every time from Mastercard SecureCode.Why does SecureCode not think Swedbank is trusted?"
f256,A Google user,1,1/31/2020 18:55,0,Latest update deleted my card details :(
f257,A Google user,2,1/31/2020 15:54,0,It was believed that Skånetrafiken would succeed in something possibly.This app is not this.That I cannot pay with Swish removes the full simplicity of paying over the net.Imagine how with packing stressful pick up your mobile phone and when you finally press where to go (which the search function miraculously makes impossible sometimes) then you have to pick up your bank card to pay.This makes it so much smoother to just shit in Skånetrafiken and pay with SJ IST
f258,A Google user,3,1/30/2020 20:40,0,I don't seem to be able to configure the favorites
f259,A Google user,2,1/30/2020 11:20,0,Can't use this app because I can't buy tickets with Amex cards.would it be nice if the app also supported Amex card as a payment method
f260,A Google user,1,1/30/2020 8:59,2,Still freezing when trying to pay with Monzo so having to use other cards and having to pay exchange fees
f261,A Google user,1,1/30/2020 0:30,4,"1.One cannot remove the saved card as payment option. 2. Card payment getting failed multiple times, although card is working fine at ATM/POS."
f262,A Google user,1,1/29/2020 15:26,3,Fetching data for 10 minutes before giving up.. But writing this review on the same phone. No problem! (4G)
f263,A Google user,1,1/25/2020 22:08,2,Worst public transportation app & company. No other company would force all the users to go all digital with an mobile app. To make it even worse there is three apps available with three different price lists.
f264,A Google user,1,1/25/2020 14:31,0,Bad invoice system.
f265,A Google user,1,1/24/2020 13:01,0,Use the SJ app instead.This is the worst app you can find.
f266,A Google user,1,1/23/2020 18:19,0,"Everyday delayed trains, extremely bad customer service"
f267,A Google user,4,1/15/2020 11:01,7,Why not let me add unlimited favorites? I have more than 5 places that I travel to and from monthly. The favorite bar could easily be horizontally scrollable.
f268,A Google user,1,1/14/2020 10:44,6,"So bad user experience!The app is too complicated especially for the elderly or for those who are new!There is no user -friendliness in the app.You need to improve the app considerably, a way to do so by making it icon -based where you meet in the main page of icons for different functions with different colors.Buy now ticket should be blue, an active ticket should be green, an consumed ticket should be red, favorite destinations should be in your own view where you can easily add favorites!"
f269,A Google user,4,1/14/2020 8:14,1,"Hello!Think the app works well but would like to make two wishes.1. There should be a feature in the app where you can send suggestions for features or contact you directly about other support questions.2. You should be able to change so that if you have an active ticket, active ticket tab/page opens up when you start the app!Yes I know you can create a shortcut but with my suggestion you can, for example, start your app already from the screen lock on Samsung phones and end up directly on the ticket page."
f270,A Google user,2,1/12/2020 10:53,12,"* 5 times I've bought a ticket with travel time 2.10 h but the ticket is only valid for 2 h. Can't take the bus on the last stretch. Absurd. * Can't see itinerary when ticket is purchased. Have to search for the trip again. * Ticket is hidden 5 seconds after purchase for no good reason. * Once got an error message saying something went wrong. Tried again, same thing. 5 mins later I had two tickets. * Last used ticket is always displayed when openings the app, even if it was 1 month ago."
f271,A Google user,1,1/9/2020 15:25,0,first class option gone for Øresund month ticket
f272,A Google user,1,1/8/2020 0:09,0,"Times at delays and the like cannot be counted on.The last trip worked neither short nor clear and should I use my card it requires bank box with cord, which is not Skånetrafiken's fault but for fuck, arrange payment method that works.Hopeless."
f273,A Google user,5,1/7/2020 20:46,3,"Great app, use it every day, never had a problem"
f274,A Google user,2,1/6/2020 22:32,0,Recently I've not been able to buy tickets after entering my card details but it still charges money from my bank... what's going on?
f275,A Google user,1,1/6/2020 11:14,0,"Very good as completely handicapped by complicated and bad search UI, the old one was better.Now that it does not exist, you are left to this bad UI.Had needed someone to test it from a Ui point of view.Previously, the search results were unreliable, but do not know what it is now.Needed to support tickets in the app.The old one is best for searching, but it has been closed down ..."
f276,A Google user,1,12/31/2019 11:49,0,"Swebank's conection sucks could never complete a purchase, tried several times."
f277,A Google user,3,12/30/2019 18:46,0,"I kept out before I started using the app.Now Jojo is no longer working in Malmö and Blapp has not been introduced yet so I have no choice if I do not want to buy paper ticket.The app is not as bad as alleged, maybe there have been older versions.I do not have a payment option, I would like to see any variant of travel cash remains and swish as payment.Activate now should be a setting default now/later.A widget is needed to easily buy/activate the ticket."
f278,A Google user,1,12/28/2019 10:36,7,"The old version worked really well but until mid December, I had to update the new app and it just stops working. I mean I can opened to the instruction pages, and all white. Now I have to use the card and it's very inconvenient for me."
f279,A Google user,1,12/27/2019 12:36,2,"Worst experience in public transportation.... Payment doesn't really work, sometimes you pay the ticket several times then you have to get the money reimbursed... the scanners in the busses dont really work."
f280,A Google user,1,12/27/2019 10:47,12,Absolute con. I should have paid attention to the other reviews before downloading and using this app. Thought it would save me time at the station but instead I got charged for tickets that never materialised and had to queue at the station to pay again for a printed ticket. Absolutely disgraceful they can debit your card and there's nothing to show for it whatsoever
f281,A Google user,1,12/23/2019 8:18,0,Worst on everything.
f282,A Google user,1,12/22/2019 9:32,0,"This app shows neither delays nor the right timetables.If you buy a ticket without activating, that ticket activates anyway.Do not buy the ticket until you are sitting on the train.If the ticket via the app works normally, you get a fine of the inspector, because normally means that the ticket is wrong.I do not know what is worst, this app or Skånetrafiken in general."
f283,A Google user,1,12/21/2019 2:20,0,Hanged multiple times
f284,A Google user,1,12/20/2019 21:10,0,"Most often when I try to open the app on my OnePlus I get to pray ""Permission Denied"" and can't open ..."
f285,A Google user,1,12/19/2019 9:27,2,"Once you purchased the ticket, it's already activated. There is no option to activate your ticket when you need it. I really don't know what were you thinking here?"
f286,A Google user,1,12/18/2019 21:36,5,"If I pay the ticket using my credit card it cost 35sek. But using this app it actually cost 42sek, 25% more. I could not understand the reason behind:-("
f287,A Google user,4,12/16/2019 20:25,1,"Works perfectly most of the time, but there's a bug when choosing payment option. There's no reason I wouldn't be able to choose invoice, but I can't, and for my sister it's the opposite: she cant choose card, only invoice. Would appreciate it if you could fix this."
f288,A Google user,1,12/16/2019 11:11,2,"Everything related to this company wreaks of disregard for their costumers! Thats what happens when u have a monopoly on buss transports in an entire region except for airports and other special buses. They onkt care about your money once they got that they dont care about you. The app is unreliable and rotten to the core just like their service. Walk , bike or other transportation if possible, avoid them like the plague!"
f289,A Google user,1,12/16/2019 8:55,5,this app has many problems... with ticket purchases... fetching the tickets... in summary not useful at all when you need it the most.
f290,A Google user,1,12/15/2019 14:45,0,Completely useless compared to the travel planner
f291,A Google user,1,12/14/2019 18:08,0,Drew money but gave no ticket.How the hell could this pass ...
f292,A Google user,1,12/14/2019 14:17,0,I can't give 0 stars
f293,A Google user,4,12/14/2019 12:27,0,Easy to use and good features
f294,A Google user,1,12/13/2019 11:49,0,One cannot open your app on Android mobile
f295,A Google user,1,12/12/2019 8:52,0,"My colleagues said there is a 1.26 version, but is installing only 1.25. my wish is to buy monthly ticket from Malmo until Älmhult and us impossible with the version that is installing. How can I install the latest version, were is possible to buy the monthly ticket that I need?"
f296,A Google user,3,12/12/2019 8:05,0,This app needs a widget that enables opening an active ticket with one touch.
f297,A Google user,3,12/11/2019 15:30,1,The app is fine but it desperately needs a dark theme.
f298,A Google user,5,12/11/2019 7:40,6,"Cannon app, fun with a management that leads the development."
f299,A Google user,1,12/11/2019 1:01,7,"An annoying ""activate ticket immediately"" feature just cost me a ticket since it's always enabled. This is a really bad UI decision."
f300,A Google user,5,12/10/2019 17:03,0,Good
f301,A Google user,5,12/10/2019 14:35,0,The app stopped working after the latest update. I am using one plus 6T. Uninstalled and reinstalled the app and the issue got resolved.. Tack!!
f302,A Google user,1,12/10/2019 7:49,0,"Worked great until a day since the app cannot be started but just becomes a white screen.Also, dare to reinstall to risk getting rid of my monthly card."
f303,A Google user,1,12/9/2019 8:27,4,Does not work after update to Android 10. I just get a white blank screen.
f304,A Google user,1,12/9/2019 7:51,1,I dont know what you did in the latest update but the app doesnt even launch half the times any more. Fix it..
f305,A Google user,1,12/9/2019 7:23,3,"Times and cancellations are not always updated. Also, app does not always load, so have to plan extra time in order to buy ticket at stations."
f306,A Google user,1,12/9/2019 6:39,0,"Are you kidding me?I can't start the app, after it has auto updated itself, the only way to get the app again is to uninstall it and then log in again and all that.And not only that, it has not even saved my month's ticket for which I paid SEK 500+.Are they supposed to buy one for a month's ticket now just because your shit app can't work after update?"
f307,A Google user,3,12/8/2019 22:47,8,"Most of the time application is working fine, but twice I cannot open it and had to uninstall then reinstall the application to make it work, missed my bus once because of this, thank God the second time I had time to reinstall it before the bus comes. Hope you can fix this issue because it's crucial for the users to have this application always working especially now that you are transitioning on removing the physical travel cards."
f308,A Google user,2,12/8/2019 12:31,0,Sometimes it cannot start when You needed the most.
f309,A Google user,1,12/7/2019 10:55,3,"App suddenly would not start at all, requiring me to reinstall and reenter payment details when i was pressed for time."
f310,A Google user,1,12/6/2019 18:08,0,Ux team should be fired.
f311,A Google user,3,12/6/2019 7:54,3,"Worked great until two weeks ago, when the app would suddenly would hang during start up, showing a blank screen. The only solution is to reinstall the application and log in again. I've had to do this twice already."
f312,A Google user,1,12/5/2019 17:54,0,"Can you fix your fucking app soon?All of a sudden it stops working and just shows a white image.Has happened several times.Could hardly take me to work today.If you are stubborn with this shit app, you can make sure it always works.Edit: Restart of app does not work.Forcing the app to shut down, clear data and cache doesn't work either.The reinstall of the app solves the problem, but highly impractical.Restart of mobile may have worked, but uncertain if it was the solution that worked, or if the app just felt like working shortly thereafter.Testing again the next time it happens."
f313,A Google user,1,12/5/2019 7:02,0,The app won't start. Samsung galaxy s9+
f314,A Google user,1,12/4/2019 8:23,9,"After using it a month it suddenly would not respond, not even after restarting my phone. Had to reinstall and enter all my payment info again and because of this I missed my bus and was late for work. Not a good way to start my day."
f315,A Google user,1,11/30/2019 15:48,0,Unable to store cards or Klarna did not work as well.Login Can't Paste the Solution Suck Cash App
f316,A Google user,3,11/30/2019 15:21,0,"Bought a ticket for 100kr when I opened it again it said that the app needed the be reinstalled, the ticket was then gone when I opened it again, contacted support and got reimbursed. The app seems to work fine as long as you make sure you are logged in and are not on Android 10."
f317,A Google user,4,11/29/2019 7:47,1,"Works perfectly most often, I rely all my journey to and from work on this app, a problem I have is that right now when I write, it is not working, just a white screen, these glitches are devastating for me, if it wasn't for the kind driver then I would have been able to miss a working day and if the app does not work next week I can say goodbye to my job."
f318,A Google user,1,11/27/2019 21:44,0,"Tried to buy a ticket for 25 min gives up, taxi will be 4 miles instead."
f319,A Google user,1,11/24/2019 19:49,0,Mobile BankID does not start so it is not possible to pay tickets in any way!
f320,A Google user,4,11/23/2019 7:56,0,App is very good but sometimes worse my family member lended me the ticket and it did not come please fix that thing I request you.😉😉.
f321,A Google user,1,11/22/2019 17:05,0,I would just lend my ticket.In the new version I can't find it.I checked again and it was possible to lend then.Could it be that you are not immediately possible for the ticket to lend when you bought it?(In that case it is very impractical.)
f322,A Google user,5,11/21/2019 14:04,0,"Updated my review from 2 stars to 5 stars. Nothing to complain recently, specially when they added the vouchers 🙂👍🏽 The one who thought about the 4 hours limit for lending the ticket is definitely someone who never lived in Skåne. You can pass from east to west of Skåne in almost an hour. You can walk malmö in 4 hours. Do you know a word called (fair)?"
f323,A Google user,1,11/17/2019 23:14,1,Panic anxiety-inducing
f324,A Google user,4,11/17/2019 15:31,0,Does what it says. No issues with weird permissions or huge use of data/cpu
f325,A Google user,4,11/15/2019 16:06,7,"You select the date and time you want and your destination, it returns the results and you pick one. The problem is when you select a trip to buy the ticket, the app completely ignores the time and date you selected and, by default, activates your ticket. This means that you'll only have until 4am of the following day to use the ticket. If you chose a future date, that is completely ignored and you'll need to buy another ticket. To solve this you can disable the ""activate"" button when buying the ticket but in my opinion this should be the default option, the ticket should just be disabled, then you never make mistakes. Why have the option to select date if it's just ignored later? (edit: I spoke with customer service and they are returning the money for the unused ticket. good service!)"
f326,A Google user,2,11/14/2019 23:37,0,"Disastrous in so many ways, boring and primitive UI especially compared to other public transport companies.And the payment methods are embarrassingly bad ... Where is Swish support?And totally sick that credit cards cannot be saved.Feel free to avoid invoices from blood -sucking clear."
f327,A Google user,1,11/11/2019 19:42,2,"Payment is broken forcing travellers to pay a higher price directly on the bus, annoying fellow travellers in the process."
f328,A Google user,1,11/6/2019 14:33,4,The scanning of the tickets work very badly on buses. The user interface is not intuitive and the application has serious deficiencies
f329,A Google user,5,11/5/2019 20:20,0,Nice
f330,A Google user,1,11/5/2019 17:16,1,"There is not much of a choice, bad!"
f331,A Google user,1,11/5/2019 10:04,0,does not allow me to pay
f332,A Google user,1,11/4/2019 10:12,0,"Almost no discount, use Jojo instead.Very unwilling to use.Very complicated to buy a fucking ticket"
f333,A Google user,1,11/3/2019 1:59,11,"After 3 years use, totally convinced that it's the worst ever public transport app. Has no idea what schedule means, reliability and accuracy are two last things they care about. Even with easy tech to update realtime schedule seems like rocket science for operators. The app and the service are completely independent, no relevancy for the info app has and the fact service runs. It's only for buying a ticket, rest info given is absolutely useless. Definitely need to improve on reliability !!"
f334,A Google user,2,10/30/2019 11:24,3,"Was working fine, then it forced me to update the app and everything is rubbish now! It's lagging, all the writing is much smaller and the payment method is overly complicated."
f335,A Google user,2,10/26/2019 11:12,1,"App is poor when it comes to payment, every time you have to enter all your card details (dont tell me GDPR, other companies leave the cvc field empty to add)"
f336,A Google user,3,10/25/2019 16:59,0,"I think this app is absolutely adequate, but I would like to be able to opt out of notifications about special offers and other marketing oriented messages."
f337,A Google user,1,10/25/2019 5:07,1,"Choosed my connection and time, pressed buy ticket. Ticked got bought from NOW until tmrw 04:00 in the morning...although I needed the ticket for tmrw. What function does the choosing time have here?! None! Lost money, therefore 1 star."
f338,A Google user,5,10/23/2019 16:50,0,"Sick good, especially the live updates."
f339,A Google user,3,10/23/2019 16:41,0,"Would be nice to get notified if the your monitored departure is with less train sets. Also get a notification when the time table changes and your departure monitoring is removed, now it is just removed silently."
f340,A Google user,1,10/23/2019 15:52,0,Poop
f341,A Google user,1,10/18/2019 16:59,0,"If you want to be tormented, install this app.Buggy login, difficult to get Payment Options to work."
f342,A Google user,2,10/14/2019 8:40,1,"The app is great.... some days. Since the warning about the payment method change, everything in this app works poorly. Payment is not intuitive anymore or it stops me from buying altogether. Activating the ticket bought on the day before is an ordeal because ""poor internet connection"" (connected to WiFi with data as backup). This app should have its bugs fixed before going live."
f343,A Google user,1,10/14/2019 8:07,0,Embarrassing.
f344,A Google user,1,10/13/2019 19:08,0,"The app does not show a ticket after the purchase and shows an expired ticket instead, so it seems like the payment hasn't gone through. After another ticket is bought, the first one shows up. Great business plan, Skänetrafiken, forcing people to buy multiple tickets for the same journey!"
f345,A Google user,4,10/11/2019 17:32,0,Works fine. - Would be nice if it opened the active ticket on boot - would make it faster to show ticket. - would also be handy if there was a auto-renew (with the options to renew on nearest work day and not only on expired) - Would also like to set custom lend out periods - there's is a big difference between 4 and 8 hours. Haven't checked if I can revoke it. So if I needed to lend it out for 6 hrs then I could do 8 hrs and revoke it after 6 hrs..
f346,A Google user,2,10/11/2019 6:02,0,Messy app;The active ticket quick menu doesn't work for me so it gets annoying very clicking to get the ticket.Thinking about returning to plastic card ticket;always available and no battery to be charged
f347,A Google user,2,10/10/2019 12:12,0,Currently the app is often complicated
f348,A Google user,2,10/7/2019 8:18,0,"Fine when it works, but morning commutes can be frustrating when the server goes on strike and you need to find a ticket machine. With the (cheaper) JoJo card being phased out one would expect a reliable replacement, not this rubbish."
f349,A Google user,4,10/1/2019 21:22,0,Add widgets as in the travel planner app
f350,A Google user,4,9/30/2019 17:31,0,Good
f351,A Google user,3,9/30/2019 16:40,2,"Since the last update, the payment via PayEx is not working which is a really bad user experience!"
f352,A Google user,1,9/30/2019 8:52,2,"It says that I don't have internet when its fetching tickets. I have full wifi connection and even turned 4G on but was still told the same thing. This app is unusable, bugged and bad, just like everything else with Skånetrafiken."
f353,A Google user,1,9/30/2019 8:28,1,Does not work. Searching forever and says I have no internet connection. Services are down 30.sep.
f354,A Google user,3,9/28/2019 17:59,7,"Does the job. Quite often proposed with trips that leave before my departure time; the walking times are quite optimistic, especially if you got kids. Routes proposed are often worst to what you get when using Google Maps (arrive later, much longer walking distance), which I usually use before being a ticket due to more realistic walking times. The change in the payment method was rather annoying, I wish you could add Google Pay support."
f355,A Google user,1,9/26/2019 15:58,0,Activates ticket as default unvalidates this within 2 hours. No warnings given!!!!
f356,A Google user,3,9/26/2019 15:44,4,"The app is usually fine, but the last update broke it really bad, at least for my device (Oneplus 5T). Now it doesn't show any journey to Malmo from any street in Copenhagen which is not central station or the airport. Which would be tolerable, but then I can't buy the tickets with the credit card because the procedure fails at the end, so this makes the app useless. Is this a common issue or is it a problem on my end?"
f357,A Google user,1,9/25/2019 18:18,0,"Impossible to add cards, nothing better you press the button.What a fucking amateur building.Trains and bus today are almost impossible to go in Skåne, no alternative to the car because of this idiocy!"
f358,A Google user,3,9/25/2019 9:12,0,The app works for the most part.Not always the scanner does.Then we should not talk about the buses.Comes both early and late or not at all.
f359,A Google user,5,9/23/2019 10:36,0,Easy to buy tickets
f360,A Google user,1,9/22/2019 23:35,1,Not good.. I have register the mail id along with other information through website and then start login through app but my phone number is not registering.. I am not getting OTP on my number. You must fix these issue as now this app is useless for me.
f361,A Google user,1,9/9/2019 22:10,1,One can split the card only to 5 phone numbers
f362,A Google user,1,9/3/2019 17:03,2,"If you borrow the ticket it's never return on time, fix this its crazy annoying."
